id,title,poet_id,content,year,genre
2778,《留别江陵王少府》,80,北归途经荆州，有诗赠别江陵王少府,794,诗
2779,《楚宫行》,80,北归途经荆州，有诗赠别,794,诗
2780,《楚妃怨》（梧桐叶下黄金井）,80,北归途经荆州，有诗赠别,794,诗
2781,《荆门（一作州）道怀古》,80,由长安赴朗州，经荆州，作诗怀古,805,诗
2782,《后梁宣明二帝碑堂下作》,80,由长安赴朗州，经荆州，作诗,805,诗
2783,《荆州歌二首》,80,由长安赴朗州，经荆州，作诗,805,诗
2784,《自江陵沿流道中》,80,赴和州途中，沿途游览名胜古迹。初秋，过江陵，作诗,824,诗
2785,《古兴》,80,赴贬途中经荆山，感卞和献玉之遭遇，慨而作诗,808,诗
2786,《江陵酒中留别坐客》,80,赴贬途中，过江陵，醉中与友话别作诗,808,诗
2787,《题梁宣帝陵》,80,赴贬途中，凭吊梁宣帝陵，有诗二首,808,诗
2788,《唐故福建观察巡官前侯官县尉东平吕府君权殡记》,80,十月，吕温暂葬房叔吕沆于江陵城北，作权殡记,810,文
2789,《江州赴忠州至江陵以来舟中示舍弟五十韵》,80,至江陵，舟中有诗示舍弟白行简。,819,诗
2790,《梦游春七十韵》,80,至江陵，寄途中所作诗十七首与白居易，居易和答之。再寄《梦游春诗》与白居易，居易复答之。时江陵尹、荆南节度使为赵宗儒。,810,诗
2791,《泛江玩月十二韵（并序）》,80,张季友、李景俭、王文仲、王众仲邀元稹月夜泛舟，有诗记之。,810,诗
2792,《书乐天纸》,80,白居易寄信一封、诗一首，赞元稹和诗七章，元稹复次韵答之。,810,诗
2793,《寄吴士矩端公五十韵》,80,在江陵，回忆与吴士矩元和五年三月六日相会事，有诗。,810,诗
2794,《种竹》,80,在江陵，依韵酬和白居易《赠元稹》一诗。,810,诗
2795,《和乐天赠樊著作》,80,在江陵，依韵酬和白居易《赠樊著作》一诗。,810,诗
2796,《和乐天感鹤》,80,在江陵，依韵酬和白居易《感鹤》一诗。,810,诗
2797,《酬乐天书怀见寄》,80,在江陵，次韵酬和白居易《初与元九别后忽梦见之及寤而书适至兼寄桐花诗怅然感怀因以此寄》一诗。,810,诗
2798,《江陵三梦》（三首）,80,在江陵，寄诗与白居易。,810,诗
2799,《张旧蚊帱》,80,在江陵，寄诗与白居易。,810,诗
2800,《三遣悲怀》,80,在江陵，寄诗与白居易。,810,诗
2801,《独夜伤怀赠呈张侍御》,80,在江陵，闻张季友丧妻，有诗哀之。,810,诗
2802,《酬翰林白学士代书一百韵（并序）》,80,在江陵，次韵酬和白居易《代书诗一百韵寄微之》一诗。,810,诗
2803,《纪怀赠李六户曹崔二十功曹五十韵》,80,在江陵，寄诗与李景俭。,810,诗
2804,《答姨兄胡灵之见寄五十（二）韵》,80,在江陵，次韵胡灵之诗，原诗已经亡佚。,810,诗
2805,《酬乐天八月十五夜禁中独直玩月见寄》,80,在江陵，依韵酬和白居易《八月十五夜禁中独直对月忆元九》一诗。,810,诗
2806,《梦游春七十韵》,80,在江陵，依韵酬和白居易《和梦游春诗一百韵（并序）》一诗。,810,诗
2807,《楚歌十首》,80,在江陵，有诗。,810,诗
2808,《江边四十韵》,80,在江陵，呈诗与李景俭。,810,诗
2809,《哀病骢呈致用》,80,在江陵，呈诗与李景俭。,810,诗
2810,《和乐天秋题曲江》,80,在江陵，依韵酬和白居易《曲江感秋》一诗。,810,诗
2811,《酬乐天早夏见怀》,80,在江陵，次韵酬和白居易《春暮寄元九》一诗。,810,诗
2812,《酬乐天劝醉》,80,在江陵，次韵酬和白居易《劝酒寄元九》一诗。,810,诗
2813,《酬乐天初授户曹喜而言志》,80,在江陵，次韵酬和白居易《初授户曹喜而言志》一诗。,810,诗
2814,《和乐天赠吴丹》,80,在江陵，酬和白居易《赠吴丹》一诗。,810,诗
2815,《和乐天别弟后月夜作》,80,在江陵，依韵酬和白居易《别舍弟后月夜》一诗。,810,诗
2816,《和乐天秋题牡丹丛》,80,在江陵，酬和白居易《秋题牡丹丛》。,810,诗
2817,《江陵寄乐天书》（拟题，诗已佚）,80,在江陵，与白居易书，有诗。,810,诗
2818,《酬别致用》,80,在江陵，与李景俭酬别，有诗。,810,诗
2819,《琵琶歌》,80,本年，作诗寄管儿，兼诲其弟子铁山。,810,诗
2820,《诲侄等书》,80,本年，作书诲侄等。,810,文
2821,《酬窦校书二十韵》,80,窦巩赴黔州窦群处，途径江陵，与元稹相会并酬和，有诗。,811,诗
2822,《酬友封话旧叙怀二十韵》,80,窦巩赴黔州窦群处，途径江陵，与元稹相会并酬和，有诗。,811,诗
2823,《和友封题开善寺十韵》,80,窦巩赴黔州窦群处，途径江陵，与元稹相会并酬和，有诗。,811,诗
2824,《送友封二首》,80,窦巩离开江陵时，元稹有诗赠别。,811,诗
2825,《梦井》,80,春，有诗吟好光景。,811,诗
2826,《有酒十章》,80,春，有诗吟好光景。,811,诗
2827,《遣春十首》,80,春，有感春之诗。,811,诗
2828,《六年春遣怀八首》,80,寒食节，作诗悼念韦丛。严绶为江陵尹、荆节度使。春末或夏初，李景俭为元稹卜姓安氏。,811,诗
2829,《祭翰林白学士太夫人文》,80,遣侄某至下邽祭白居易之母，有文。白氏丁忧期间，三次分己之俸以济之。裴垍卒，东山在起希望渺茫。,811,文
2830,《表夏十首》,80,夏，有诗感怀。,811,诗
2831,《解秋十首》,80,秋，有伤秋之诗。,811,诗
2832,《哭吕衡州六首》,80,吕温篙葬于江陵之野。元稹有诗哭之。刘禹锡作诗伤吕温，柳宗元酬唱刘禹锡，并寄元稹。,811,诗
2833,《送友封》,80,窦巩北返过江陵，与元稹相遇，元作以诗赠之。,811,诗
2834,《酬李六醉后见寄口号》,80,是年，与李景俭酬唱，留诗。,811,诗
2835,《刘二十八以文石枕见赠仍题绝句以将厚意因持壁州鞭酬兼广为四韵》,80,是年，与刘禹锡酬唱，留诗。,811,诗
2836,《有鸟二十首》,80,是年，昼夜常有鸟虫闹，故作诗以自遣。,811,诗
2837,《奉和窦容州》,80,窦群改容管经略使，自开州赴容州，途径江陵，与元稹相会，有诗。,813,诗
2838,《遣病十首》,80,秋，元稹患疟，日久未愈，有诗。,813,诗
2839,《痁卧闻幕中诸公征乐会饮因有戏呈三十韵》,80,秋，元稹患疟，日久未愈，有诗。,813,诗
2840,《晨起送使病不行因过王十一馆居二首》,80,秋，元稹患疟，日久未愈，有诗。,813,诗
2841,《予病瘴乐天寄通中散碧腴垂云膏仍题四韵以慰远开坼之间因有酬答》,80,白居易寄药给元稹，附诗。元稹依韵酬和白居易《闻微之江陵卧病以大通中散碧腴垂云膏寄之因题四韵》。,813,诗
2842,《后湖》,80,冬，严绶命百姓疏浚后湖，元稹有诗记之。,813,诗
2843,《唐故工部员外郎杜君墓系铭》,80,本年，杜嗣业迁杜甫之柩归葬河南府偃师县首阳山前，元稹为其撰墓志铭。安氏生女降真。,813,文
2844,《送杜元颖》,80,月末程氏馆送杜元颖归京，有诗。,814,诗
2845,《三月三十日程氏馆饯杜十四回京》,80,月末程氏馆送杜元颖归京，有诗。杜以赵宗儒之提携入荆南节度使幕为掌书记，现征为右拾遗。,814,诗
2846,《贻蜀五首并序》,80,九月前，在江陵送西川兵曹参军韦臧文使回，以诗五首代书慰问李夷简、李程、卢真（子蒙）、张元夫，余一首赠别韦氏。,814,诗
2847,《葬安氏志》,80,元稹还江陵，为安氏作志。彰义节度使吴少阳卒，子元济自领军务。,814,文
2848,《送东川马逢侍御使回十韵》,80,约本年，剑南东川从事马逢经江陵，元稹以诗送之。,814,诗
2849,《送王十一南行》,80,约本年，送王行周游越、王师鲁赴湖南使幕，有诗。,814,诗
2850,《送王十一郎游剡中》,80,约本年，送王行周游越、王师鲁赴湖南使幕，有诗。,814,诗
2851,《去杭州》,80,在江陵时，王师范前往杭越，有《去杭州》以赠别，姑系于此。,814,诗
2852,《送王协律游杭越二十韵》,80,在江陵时，王师范前往杭越，有《送王协律游杭越十韵》以赠别，姑系于此。,814,诗
2853,《送崔侍御之岭南二十韵》,80,元稹在江陵曾与崔侍御交游，留《送崔侍御至岭南二十韵》诗，姑系于此。,814,诗
2854,《送岭南崔侍御》,80,元稹在江陵曾与崔侍御交游，留《送岭南崔侍御》诗，姑系于此。,814,诗
2855,《送孙胜》,80,元和五年至九年在江陵作《送孙胜》诗，姑系于此。,814,诗
2856,《酬许五康佐》,80,元和五年至九年在江陵作《酬许五康佐》诗，姑系于此。,814,诗
2857,《说剑》,80,元和五年至九年在江陵作《说剑》诗，姑系于此。,814,诗
2858,《闲二首》,80,元和五年至九年在江陵作《闲二首》诗，姑系于此。,814,诗
2859,《塞马》,80,元和五年至九年在江陵作《塞马》诗，姑系于此。,814,诗
2860,《谕宝二首》,80,元和五年至九年在江陵作《谕宝二首》诗，姑系于此。,814,诗
2861,《饮新酒》,80,元和五年至九年在江陵作《饮新酒》诗，姑系于此。,814,诗
2862,《书异》,80,元和五年至九年在江陵作《书异》诗，姑系于此。,814,诗
2863,《饮致用神曲酒》,80,元和五年至九年在江陵作《饮致用神曲酒》诗，姑系于此。,814,诗
2864,《小胡笳饮》,80,元和五年至九年在江陵作《小胡笳饮》诗，姑系于此。,814,诗
2865,《陪诸公游故江西韦大夫通德湖旧居有感题四韵兼呈李六侍郎即韦大夫旧僚也》,80,元和五年至九年在江陵作《陪诸公游故江西韦大夫通德湖旧居有感题四韵兼呈李六侍郎即韦大夫旧僚也》诗，姑系于此。,814,诗
2866,《茅舍》,80,元和五年至九年在江陵作《茅舍》诗，姑系于此。,814,诗
2867,《奉和严司空重阳日同崔常侍郎郎中及诸公登龙山落帽台佳宴》,80,元和五年至九年在江陵作《奉和严司空重阳日同崔常侍郎郎中及诸公登龙山落帽台佳宴》诗，姑系于此。,814,诗
2868,《早春登龙山静胜寺时非休浣司空特许是行因赠幕中诸公》,80,元和五年至九年在江陵作《早春登龙山静胜寺时非休浣司空特许是行因赠幕中诸公》诗，姑系于此。,814,诗
2869,《过襄阳楼呈上府主严司空楼在江陵节度使宅北隅》,80,元和五年至九年在江陵作《过襄阳楼呈上府主严司空楼在江陵节度使宅北隅》诗，姑系于此。,814,诗
2870,《赠童子郎》,80,元和五年至九年在江陵作《赠童子郎》诗，姑系于此。,814,诗
2871,《送卢戡》,80,元和五年至九年在江陵作《送卢戡》诗，姑系于此。,814,诗
2872,《苦雨》,80,元和五年至九年在江陵作《苦雨》诗，姑系于此。,814,诗
2873,《松鹤》,80,元和五年至九年在江陵作《松鹤》诗，姑系于此。,814,诗
2874,《竞渡》,80,元和五年至九年在江陵作《竞渡》诗，姑系于此。,814,诗
2875,《寺院新竹》,80,元和五年至九年在江陵作《寺院新竹》诗，姑系于此。,814,诗
2876,《八骏图诗（并序）》,80,元和五年至九年在江陵作《八骏图诗（并序）》诗，姑系于此。,814,诗
2877,《春月》,80,元和五年至九年在江陵作《春月》诗，姑系于此。,814,诗
2878,《月临花》,80,元和五年至九年在江陵作《月临花》诗，姑系于此。,814,诗
2879,《红芍药》,80,元和五年至九年在江陵作《红芍药》诗，姑系于此。,814,诗
2880,《遣昼》,80,元和五年至九年在江陵作《遣昼》诗，姑系于此。,814,诗
2881,《寒》,80,元和五年至九年在江陵作《寒》诗，姑系于此。,814,诗
2882,《春六十云》,80,元和五年至九年在江陵作《春六十云》诗，姑系于此。,814,诗
2883,《月三十韵》,80,元和五年至九年在江陵作《月三十韵》诗，姑系于此。,814,诗
2884,《大云寺二十韵》,80,元和五年至九年在江陵作《大云寺二十韵》诗，姑系于此。,814,诗
2885,《欲曙》,80,元和五年至九年在江陵作《欲曙》诗，姑系于此。,814,诗
2886,《寄胡灵之》,80,元和五年至九年在江陵作《寄胡灵之》诗，姑系于此。,814,诗
2887,《感石榴二十韵》,80,元和五年至九年在江陵作《感石榴二十韵》诗，姑系于此。,814,诗
2888,《夜雨》,80,元和五年至九年在江陵作《夜雨》诗，姑系于此。,814,诗
2889,《遣春三首》,80,元和五年至九年在江陵作《遣春三首》诗，姑系于此。,814,诗
2890,《放言五首》,80,元和五年至九年在江陵作《放言五首》诗，姑系于此。,814,诗
2891,《酬孝甫见赠十首》,80,元和五年至九年在江陵作《酬孝甫见赠十首》诗，姑系于此。,814,诗
2892,《雨声》,80,元和五年至九年在江陵作《雨声》诗，姑系于此。,814,诗
2893,《野节鞭》,80,元和五年至九年在江陵作《野节鞭》诗，姑系于此。,814,诗
2894,《杨子华画三首》,80,元和五年至九年在江陵作《杨子华画三首》诗，姑系于此。,814,诗
2895,《新竹》,80,元和五年至九年在江陵作《新竹》诗，姑系于此。,814,诗
2896,《送裴侍御》（残）,80,元和五年至九年在江陵作《送裴侍御》诗，姑系于此。,814,诗
2897,《春情多》,80,元和五年至九年在江陵作《春情多》诗，姑系于此。,814,诗
2898,《晴日》,80,元和五年至九年在江陵作《晴日》诗，姑系于此。,814,诗
2899,《江陵寄乐天书》,80,元和五年至九年在江陵作《江陵寄乐天书》诗，姑系于此。,814,诗
2900,《寄刘二十八》,80,元和五年至九年在江陵作《寄刘二十八》诗，姑系于此。,814,诗
2901,《答段柯古赠葫芦管笔状》,80,在荆南幕期间，有《答段柯古赠葫芦管笔状》,861,诗
2902,《游南塘寄知者》,80,在荆南幕期间，有《游南塘寄知者》,861,诗
2903,《西江贻钓叟骞生》,80,春在荆南幕期间，或作有《西江贻钓叟骞生》，姑系于此,861,诗
2904,《渚宫晚春寄秦地友人》,80,晚春在荆南幕期间，有《渚宫晚春寄秦地友人》,861,诗
2905,《和沈参军招友生观芙蓉池》,80,在荆南幕期间，有《和沈参军招友生观芙蓉池》,861,诗
2906,《细雨》,80,秋在荆南幕期间思乡，作《细雨》,861,诗
2907,《送人东归》,80,秋在荆南幕期间送人东归，作《送人东归》,861,诗
2908,《寄渚宫遗民弘里生》,80,在荆南幕期间，与段成式宴别后作《寄渚宫遗民弘里生》,861,诗
2909,《和段少常柯古》,80,春仍在荆幕。作《和段少常柯古》,862,诗
2910,《与蒋先辈启》,80,应江宁府秋试，撰文与江陵府校书蒋德山,877,文
2911,《第二启》,80,应江宁府秋试，撰文与江陵府校书蒋德山,877,文
2912,《重阳日荆州作》,80,是年，重阳吴融寓居江陵，在荆州有诗,895,诗
2913,《荆州寓居书怀》,80,是年，吴融寓居江陵，在荆州有诗,895,诗
2914,《送荆南从事之岳州》,80,有诗送荆南从事去岳州,895,诗
2915,《荆南席上闻歌》,80,在荆南席上闻歌，有诗,895,诗
2916,《江行》,80,抵江陵，有诗,889,诗
2917,《荆渚八月十五日夜值雨寄同年李屿》,80,中秋，泊舟江陵，有诗,891,诗
2918,《夕阳》,80,中秋，泊舟江陵，有诗,891,诗
2919,《感遇 其二十八》,80,服阕返都，过复州监利，望楚之高唐，发怀古之思,694,诗
2920,《泊松滋江亭》,80,及入松滋县，作是诗，写出峡之喜。,768,诗
2921,《松滋渡望峡中》,80,赴夔州途中，经松滋渡，作诗,821,诗
2922,《碧涧寺见元九侍御和展上人诗有三生之句因以和》,80,赴夔州途中，经松滋碧涧寺，见元稹诗，题壁以和,821,诗
2923,《八月六日与僧如展前松滋主簿韦戴同游碧涧寺赋得扉字韵寺邻蜀江内有碧涧穿注两廊又有龙女洞能兴云雨诗中喷字以平声韵》,80,游碧涧寺，留诗。,811,诗
2924,《僧如展及韦载同游碧涧寺各赋诗予落句云他生莫忘灵山座满壁人名后会稀展共吟他生之句因话释氏缘会所以莫不悽然久之不十日而展公长逝惊悼返覆则他生岂有兆耶其间展公仍赋黄字五十韵飞札相示予方属和未毕自此不复撰成徒以四韵为识》,80,游碧涧寺，留诗。,811,诗
2925,《窦列女传》,80,路出荆州松滋县，摄令王淇为杜牧言窦桂娘事，杜牧作文记之,827,文
2926,《松滋渡二首》,80,图和王凝一起于本年七八月份由湖南回北方，路经松滋渡口，有诗,873,诗
2927,《颜惠詹事即孤侄舅氏谪官黔巫舟相遇怆然有寄》,80,三月暮，舟抵巴山，与颜惠相遇，有诗,889,诗
2928,《哭李尚书》,80,讵知甫抵公安，故人李之芳殁于江陵之消息已至，因以诗哭之。,768,诗
2929,《重题》,80,哭李尚书诗成，因念垂髫众友悉已凋零，并危己身衰老，遂再成一首。,768,诗
2930,《醉歌行贈公安顏少府請顧八題壁》,80,抵公安后，有颜少府请宴，因赋此诗，并请顾戒奢文学以八分书之于壁。,768,诗
2931,《送顾八分文学适洪吉州》,80,顾文学与杜甫相知二十载，又相遇于公安，今顾迁江西，送此诗。,768,诗
2932,《官亭夕坐戏简颜十少府》,80,颜少府约杜甫同酌官亭，公先至而少府未到，作是诗。,768,诗
2933,《移居公安敬赠卫大郎钧》,80,初至公安，旅况萧索，卫郎年少，乃知恤公慕公，作诗以赠。,768,诗
2934,《公安送韦二少府匡赞》,80,在公安，交情较厚之应酬诗。,768,诗
2935,《公安县怀古》,80,过公安以时危而思良将，故览古兴怀，作寓意之诗。,768,诗
2936,《宴王使君宅题二首》,80,在公安，泛泛应酬之诗。,768,诗
2937,《公安送李十二九弟晋肃入蜀余下沔鄂》,80,送晋肃入蜀而赋此。,768,诗
2938,《留别公安大易沙门》,80,临行前，有此诗。大易盖诗僧，数以行期见问，且以诗见赠。,768,诗
2939,《冬深》,80,岁暮南下未能成行，对景伤情作此诗。,768,诗
2940,《晓发公安数月憩息此县》,80,秋移居公安，冬将入岳阳，临发作也。,768,诗
2941,《公安县远安寺水亭见展公题壁漂然泪流因书四韵》,80,春夏之交，游公安县远安寺，忆僧如展，有诗。,812,诗
2942,《发刘郎浦》,80,离公安赴岳阳途中作是诗。,768,诗
2943,《别董颋》,80,董颋贫，无以为奉养计，往投谒刺史赵某，途中遇杜甫，杜赠诗以别。,768,诗
2944,《夜闻觱篥》,80,旅寓江上，闻觱篥之悲，作是诗叹干戈之未息。,768,诗
2945,《刘郎浦口号》,80,赴贬途中过刘郎浦，有诗,808,诗
2946,《竹部》,80,前往潭州，经石首县，有诗。,814,诗
2947,《至陈仓晓晴望京邑》,80,"春,奉使长安.途经陈仓,作《至陈仓晓晴望京邑》",668,诗
2948,《散关晨度》,80,"途经散关,有《散关晨度》诗",671,诗
2949,《西还至散关答乔补阙知之》,80,归田途中，西至散关，赋诗答乔知之,698,诗
2950,《陈仓别陇州司户李维深》,80,在陈仓送别陇州司户李维深，有诗,721,诗
2951,《谢章服表》,80,五月二十一日，出使吐蕃行至凤翔，加官殿中侍御史，赐章服，吕温上表以谢,804,文
2952,悼伤后赴东蜀辟至散关遇雪,80,赴东川途经大散关遇雪有诗,851,诗
2953,《辛酉岁冬十一月随驾幸岐下作》,80,十一月，宦官劫持昭宗西幸，韩偓闻讯，连夜追及至鄠县，后随帝至凤翔，迁兵部侍郎，进翰林承旨,901,诗
2954,《金銮密记》第七则,80,韩偓本年仍扈从昭宗于凤翔,902,文
2955,《韩偓对话录》第八则,80,回鹘请发兵赴难，昭宗命韩偓答书许之，韩偓谏止之,902,文
2956,《韩偓对话录》第九则,80,韩偓在凤翔。写文,902,文
2957,《金銮密记》第八则,80,韩偓在凤翔。写文,902,文
2958,《恩赐樱桃分寄朝士》,80,唐昭宗将应市的樱桃分赐给随行的大臣，韩偓得之，随即赋诗一首,902,诗
2959,《谏夺制还位疏》,80,韩偓拒绝为起复贪官韦贻范草麻。由兵部侍郎改任户部侍郎、翰林学士承旨,902,诗
2960,《韩偓对话录》第十则,80,韩偓在凤翔。写文,902,文
2961,《金銮密记》第九则,80,韩偓在凤翔。写文,902,文
2962,《秋霖夜忆家》,80,韩偓随昭宗在凤翔行在，其时秋雨连绵，偓有思家之叹,902,诗
2963,《寄远》,80,韩偓在凤翔。有诗,902,诗
2964,《冬至夜作》,80,冬，韩偓作诗，对朱全忠之勤王，始怀怵惕之心,902,诗
2965,《韩偓对话录》第十一则,80,韩偓在凤翔任。写文,902,文
2966,《韩偓对话录》第十二则,80,韩偓在凤翔任。写文,902,文
2967,《金銮密记》第十则,80,韩偓在凤翔任。写文,902,文
2968,《金銮密记》第十一则,80,韩偓在凤翔任。写文,902,文
2969,代扶风主人答,80,年初， 诗人漫游河西、陇右，“出塞复入塞”之后，返长安经扶风时所作,726,诗
2970,《喜达行在所三首》,80,四月，自长安出奔行在，有诗,757,诗
2971,《送樊二十三侍御赴汉中判官》,80,初赴行在，有诗送别,757,诗
2972,《述怀》,80,夏，在凤翔，思及家人，有诗,757,诗
2973,《送长孙九侍御赴武威判官》,80,在凤翔，送别长孙九，有诗,757,诗
2974,《送从弟亚赴河西判官》,80,在凤翔，送别杜亚，有诗,757,诗
2975,《送韦十六评事充同谷郡防御判官》,80,在凤翔，送防御判官，有诗,757,诗
2976,《得家书》,80,初秋，久未得家里消息后始得家书，有诗,757,诗
2977,《月》（天上秋期近）,80,七月，见月有感，有诗,757,诗
2978,《奉送郭中丞兼太仆卿充龙右节度使三十韵》,80,八月，送郭英乂，抒发自己的时局思考，有诗,757,诗
2979,《送杨六判官使西蕃》,80,是年九月前，送杨六，有诗,757,诗
2980,《送灵州李判官》,80,送李判官赴灵州，有诗,757,诗
2981,《奉赠严八阁老》,80,有诗奉赠严武,757,诗
2982,《留别贾严二阁老两院补缺》,80,秋，将回鄜州省亲，有诗留别贾、严,757,诗
2983,《九成宫》,80,自凤翔归鄜州省亲，途经九成宫，有诗纪之,757,诗
2984,《奉谢口敕放三司推问状》,80,布衣交房琯罢相，上疏救琯获罪，宰相张镐之救之，写谢状辩白,757,文
2985,《为遗补荐岑参状》,80,荐举岑参补为右补缺上此状,757,文
2986,《行军二首》(吾窃悲此生),80,757年二月肃宗至凤翔。六月，岑参抵凤翔行在，为杜甫等举荐，授右补阙。,757,诗
2987,《凤翔府行军送程使君赴成州》,80,秋，在凤翔，程使君赴任成州，有诗送行。,757,诗
2988,《宿岐州北郭严给事别业》,80,秋，在凤翔，宿严武别业，有诗感怀。,757,诗
2989,《行军九日思长安故园》,80,在凤翔，重阳节思长安帮园，有诗。,757,诗
2990,《送王著赴淮西幕府作》,80,秋，在凤翔，王著赴淮西幕府，有诗送行。,757,诗
2991,《行军雪后月夜宴王卿家》,80,初冬，在凤翔，雪后月夜宴王卿家，有诗。,757,诗
2992,青青水中蒲三首,80,夏，曾游凤翔，作寄内诗,793,诗
2993,《三良冢赋有序》,80,秋，游岐州，有赋咏三良冢,794,文
2994,题凤翔西郭新亭,80,春，西游凤翔，有诗题凤翔西郭新亭,815,诗
2995,岐下送友人归襄阳,80,凤翔岐下送友人，赋诗。,817,诗
2996,寄武功姚主簿,80,秋，居凤翔江沱北，作诗寄武功县主簿姚合。,817,诗
2997,《元日述怀》,80,"处太白山中.新春,有《元日述怀》诗",672,诗
2998,《宴凤泉石翁神祠诗序》,80,"处太白山中.春,有《宴凤泉石翁神祠诗序》",672,文
2999,《三月曲水宴得樽字》,80,"处太白山中.暮春三月,有《三月曲水宴得樽字》诗",672,诗
3000,《赤谷安禅师塔》,80,"处太白山中.秋,有《赤谷安禅师塔》诗",672,诗
3001,《过东山谷口》,80,处太白山中，有诗,672,诗
3002,《怀仙引》,80,处太白山中，有诗,672,诗
3003,奉和幸凤泉汤应制,80,本年冬，张说侍玄宗幸凤泉汤，有诗,730,诗
3004,《扶风昼届离京浸远》,80,"途经扶风（今属陕西）,作《扶见昼届,离京浸远》诗",669,诗
3005,《晚届凤州》,80,"途经凤州,有《晚届凤州》诗",671,诗
3006,《凤台曲》,80,游岐山，有诗,730,诗
3007,《凤凰曲》,80,游岐山，有诗,730,诗
3008,岐山下二首,80,夏，至凤翔谒节度使邢君牙，过岐山下，有诗,793,诗
3009,《岐下闻杜鹃》,80,"是年，吴融似曾赴凤翔应进士试,在岐下闻杜鹃,有诗",887,诗
3010,《岐下闻子规》,80,是年或在凤翔，有诗，姑系于此,887,未知
3011,《岐下寓居见槐花落因寄从事》,80,是年或在凤翔，有诗，姑系于此,887,未知
3012,《岐州安西门》,80,是年或在凤翔，有诗，姑系于此,887,未知
3013,《过九成宫》,80,是年或在凤翔过九成宫，有诗,887,未知
3014,《西京道中闻蛙》,80,是年或在凤翔，有诗，姑系于此,887,未知
3015,奉使镇州行次承天行营奉酬裴司空相公,80,二月，奉使镇州，行次承天军行营（在今娘子关一带），有诗赠裴度,822,诗
3016,《为魏元忠作祭石岭战亡兵士文》,80,本年夏五月，从并州道大总管魏元忠出御突厥有文,702,文
3017,《为魏元忠作祭石岭没陷士女文》,80,本年夏五月，从并州道大总管魏元忠出御突厥有文,702,文
3018,《祭霍山文》,80,本年夏五月，从并州道大总管魏元忠出御突厥有文,702,文
3019,《举陈寡尤等表》,80,在并州有文,720,文
3020,《（之）并州敕造座右铭》,80,本年正月前后转并州至并州，敕造座右铭,720,文
3021,《唐故赠齐州司马陆公神道碑》,80,张说应陆孝斌之子伯玉等哀请而撰碑文,720,文
3022,《进白乌赋并（墨诏）批答》,80,在并州时撰文,720,文
3023,《并州论边事表》,80,冬，上并州论边事表,720,文
3024,《举陈光乘等表》,80,在太原有文,721,文
3025,《赠郎将葛君墓志》,80,应葛福顺之请，有文,721,文
3026,《起义堂颂》,80,《起义堂颂》应为集体创作，僧一行撰序，张说撰颂文，玄宗书碑,723,文
3027,《奉和圣制幸晋阳宫》,80,为中书舍人。春正月，随玄宗自洛阳北巡并州。玄宗作《过晋阳宫》诗，九龄与张说、苏颋均有奉和幸晋阳宫诗,723,诗
3028,驾幸河东,80,开元十一年(723)前，王昌龄曾漫游河南、河北，今又来到河东，客居并州(今山西太原)、潞州(今山西长治)，当与唐玄宗幸河东有关。此诗是一种颂德体，或为上献而作。,722,诗
3029,寒食即事,80,客居太原，寒食节赋诗,723,诗
3030,胡笳曲,80,客居太原，咏史赋诗,723,诗
3031,塞上曲,80,漫游河东时作诗,723,诗
3032,变行路难,80,漫游河东时作诗,723,诗
3033,《秋日于太原南栅饯阳曲王赞公贾少公石艾尹少公应举赴上都序》,80,秋，在太原送人赴京应举，有文,735,文
3034,《太原早秋》,80,在太原，有诗,735,诗
3035,《观放白鹰二首》其一（八月边风高）,80,在太原，有诗,735,诗
3036,《赠郭季鹰》,80,在太原，有诗赠友人,735,诗
3037,《宴郑参卿山池》,80,在太原，有诗,736,诗
3038,《河东赠别炼师》,80,是年，在太原，有诗,788,诗
3039,《塞上春怀》,80,是年，在太原府，有诗,788,诗
3040,《度东径岭》,80,是年，在太原府，有诗,788,诗
3041,《出塞作》,80,是年，在太原府，有诗,788,诗
3042,《长相思》,80,是年，在太原府，有诗,788,诗
3043,《塞下曲》,80,是年，在太原府，有诗,788,诗
3044,《石州城》,80,是年，在太原府，有诗,788,诗
3045,《单于罢战却归题善阳馆》,80,是年，在太原府，有诗,788,诗
3046,《秋原寓目》,80,是年，在太原府，有诗,788,诗
3047,《单于晓角》,80,是年，在太原府，有诗,788,诗
3048,《汴河闻笳》,80,是年，在太原府，有诗,788,诗
3049,《塞外月夜寄荆南熊侍御》,80,是年，在太原府，有诗,788,诗
3050,《为太原李少尹谢上表》,80,时故交李景略自左羽林将军出任太原少尹、河东行军司马。令狐楚代撰谢官表,795,文
3051,《为太原李说尚书进白兔状》,80,在河东李说幕府,796,文
3052,《贺剑南奏破吐蕃表》,80,在太原李说幕府。有文,797,文
3053,《为人作请行军司马及少尹状》,80,在太原李说幕府。有文,797,文
3054,《贺修八陵表毕》,80,在太原李说幕府。有文,798,文
3055,《贺灵武破吐蕃表》,80,在太原李说幕府。有文,798,文
3056,《代李仆射谢子恩赐状》,80,在太原李说幕府。有文,798,文
3057,《代李仆射谢子恩赐第二状》,80,在太原李说幕府。有文,798,文
3058,《代李仆射谢子恩赐第三状》,80,在太原李说幕府。有文,798,文
3059,《代李仆射谢子恩赐第四状》,80,在太原李说幕府。有文,799,文
3060,《代李仆射谢子恩赐第五状》,80,在太原李说幕府。有文,799,文
3061,《代李仆射谢子恩赐第六状》,80,在太原李说幕府。有文,799,文
